from_currency,to_currency,exchange_rate,effective_date
USD,SGD,1.3123,2024-10-20
USD,THB,33.185,2024-10-20
USD,TRY,34.292,2024-10-20
USD,ZAR,17.5873,2024-10-20
USD,AUD,1.495,2024-10-22
USD,BGN,1.8074,2024-10-22
USD,BRL,5.696,2024-10-22
USD,CAD,1.3829,2024-10-22
USD,CHF,0.86545,2024-10-22
USD,CNY,7.1206,2024-10-22
USD,CZK,23.336,2024-10-22
USD,DKK,6.8918,2024-10-22
USD,EUR,0.92413,2024-10-22
USD,GBP,0.77017,2024-10-22
USD,HKD,7.7728,2024-10-22
USD,HUF,369.68,2024-10-22
USD,IDR,15565.0,2024-10-22
USD,ILS,3.777,2024-10-22
USD,INR,84.07,2024-10-22
USD,ISK,137.97,2024-10-22
USD,JPY,150.84,2024-10-22
USD,KRW,1378.49,2024-10-22
USD,MXN,19.8873,2024-10-22
USD,MYR,4.328,2024-10-22
USD,NOK,10.926,2024-10-22
USD,NZD,1.6514,2024-10-22
USD,PHP,57.832,2024-10-22
USD,PLN,3.9895,2024-10-22
USD,RON,4.5963,2024-10-22
USD,SEK,10.5355,2024-10-22
USD,SGD,1.3151,2024-10-22
USD,THB,33.48,2024-10-22
USD,TRY,34.248,2024-10-22
USD,ZAR,17.5755,2024-10-22
USD,AUD,1.503,2024-10-24
USD,BGN,1.8108,2024-10-24
USD,BRL,5.6927,2024-10-24
USD,CAD,1.3815,2024-10-24
USD,CHF,0.86557,2024-10-24
USD,CNY,7.1149,2024-10-24
USD,CZK,23.359,2024-10-24
USD,DKK,6.9066,2024-10-24
USD,EUR,0.92584,2024-10-24
USD,GBP,0.77039,2024-10-24
USD,HKD,7.7702,2024-10-24
USD,HUF,373.05,2024-10-24
USD,IDR,15580.0,2024-10-24
USD,ILS,3.7778,2024-10-24
USD,INR,84.07,2024-10-24
USD,ISK,137.67,2024-10-24
USD,JPY,151.95,2024-10-24
USD,KRW,1379.34,2024-10-24
USD,MXN,19.7824,2024-10-24
USD,MYR,4.348,2024-10-24
USD,NOK,10.9393,2024-10-24
USD,NZD,1.6586,2024-10-24
USD,PHP,57.884,2024-10-24
USD,PLN,4.0214,2024-10-24
USD,RON,4.604,2024-10-24
USD,SEK,10.5722,2024-10-24
USD,SGD,1.3192,2024-10-24
USD,THB,33.635,2024-10-24
USD,TRY,34.237,2024-10-24
USD,ZAR,17.6743,2024-10-24
USD,AUD,1.5077,2024-10-23
USD,BGN,1.8165,2024-10-23
USD,BRL,5.7196,2024-10-23
USD,CAD,1.3839,2024-10-23
USD,CHF,0.86747,2024-10-23
USD,CNY,7.1291,2024-10-23
USD,CZK,23.437,2024-10-23
USD,DKK,6.927,2024-10-23
USD,EUR,0.92876,2024-10-23
USD,GBP,0.77225,2024-10-23
USD,HKD,7.7697,2024-10-23
USD,HUF,373.21,2024-10-23
USD,IDR,15671.0,2024-10-23
USD,ILS,3.7935,2024-10-23
USD,INR,84.09,2024-10-23
USD,ISK,138.66,2024-10-23
USD,JPY,152.93,2024-10-23
USD,KRW,1385.29,2024-10-23
USD,MXN,20.072,2024-10-23
USD,MYR,4.35,2024-10-23
USD,NOK,11.0082,2024-10-23
USD,NZD,1.6642,2024-10-23
USD,PHP,58.06,2024-10-23
USD,PLN,4.0339,2024-10-23
USD,RON,4.6194,2024-10-23
USD,SEK,10.5991,2024-10-23
USD,SGD,1.3223,2024-10-23
USD,THB,33.765,2024-10-23
USD,TRY,34.295,2024-10-23
USD,ZAR,17.6795,2024-10-23
USD,AUD,1.5068,2024-10-25
USD,BGN,1.8067,2024-10-25
USD,BRL,5.6739,2024-10-25
USD,CAD,1.3847,2024-10-25
USD,CHF,0.8667,2024-10-25
USD,CNY,7.1245,2024-10-25
USD,CZK,23.326,2024-10-25
USD,DKK,6.8923,2024-10-25
USD,EUR,0.92379,2024-10-25
USD,GBP,0.77005,2024-10-25
USD,HKD,7.77,2024-10-25
USD,HUF,373.84,2024-10-25
USD,IDR,15685.0,2024-10-25
USD,ILS,3.7933,2024-10-25
USD,INR,84.09,2024-10-25
USD,ISK,137.74,2024-10-25
USD,JPY,151.92,2024-10-25
USD,KRW,1389.46,2024-10-25
USD,MXN,19.8069,2024-10-25
USD,MYR,4.344,2024-10-25
USD,NOK,10.9187,2024-10-25
USD,NZD,1.6651,2024-10-25
USD,PHP,58.308,2024-10-25
USD,PLN,4.0164,2024-10-25
USD,RON,4.5943,2024-10-25
USD,SEK,10.5751,2024-10-25
USD,SGD,1.3201,2024-10-25
USD,THB,33.755,2024-10-25
USD,TRY,34.289,2024-10-25
USD,ZAR,17.6099,2024-10-25
USD,AUD,1.5068,2024-10-26
USD,BGN,1.8067,2024-10-26
USD,BRL,5.6739,2024-10-26
USD,CAD,1.3847,2024-10-26
USD,CHF,0.8667,2024-10-26
USD,CNY,7.1245,2024-10-26
USD,CZK,23.326,2024-10-26
USD,DKK,6.8923,2024-10-26
USD,EUR,0.92379,2024-10-26
USD,GBP,0.77005,2024-10-26
USD,HKD,7.77,2024-10-26
USD,HUF,373.84,2024-10-26
USD,IDR,15685.0,2024-10-26
USD,ILS,3.7933,2024-10-26
USD,INR,84.09,2024-10-26
USD,ISK,137.74,2024-10-26
USD,JPY,151.92,2024-10-26
USD,KRW,1389.46,2024-10-26
USD,MXN,19.8069,2024-10-26
USD,MYR,4.344,2024-10-26
USD,NOK,10.9187,2024-10-26
USD,NZD,1.6651,2024-10-26
USD,PHP,58.308,2024-10-26
USD,PLN,4.0164,2024-10-26
USD,RON,4.5943,2024-10-26
USD,SEK,10.5751,2024-10-26
USD,SGD,1.3201,2024-10-26
USD,THB,33.755,2024-10-26
USD,TRY,34.289,2024-10-26
USD,ZAR,17.6099,2024-10-26
USD,AUD,1.5134,2024-10-28
USD,BGN,1.8079,2024-10-28
USD,BRL,5.6896,2024-10-28
USD,CAD,1.3894,2024-10-28
USD,CHF,0.86587,2024-10-28
USD,CNY,7.1269,2024-10-28
USD,CZK,23.431,2024-10-28
USD,DKK,6.8945,2024-10-28
USD,EUR,0.92439,2024-10-28
USD,GBP,0.76992,2024-10-28
USD,HKD,7.7715,2024-10-28
USD,HUF,374.22,2024-10-28
USD,IDR,15729.0,2024-10-28
USD,ILS,3.7278,2024-10-28
USD,INR,84.08,2024-10-28
USD,ISK,137.83,2024-10-28
USD,JPY,152.69,2024-10-28
USD,KRW,1383.3,2024-10-28
USD,MXN,19.9871,2024-10-28
USD,MYR,4.361,2024-10-28
USD,NOK,11.0113,2024-10-28
USD,NZD,1.6693,2024-10-28
USD,PHP,58.208,2024-10-28
USD,PLN,4.0211,2024-10-28
USD,RON,4.5977,2024-10-28
USD,SEK,10.6036,2024-10-28
USD,SGD,1.3221,2024-10-28
USD,THB,33.775,2024-10-28
USD,TRY,34.296,2024-10-28
USD,ZAR,17.7368,2024-10-28
USD,AUD,1.5068,2024-10-27
USD,BGN,1.8067,2024-10-27
USD,BRL,5.6739,2024-10-27
USD,CAD,1.3847,2024-10-27
USD,CHF,0.8667,2024-10-27
USD,CNY,7.1245,2024-10-27
USD,CZK,23.326,2024-10-27
USD,DKK,6.8923,2024-10-27
USD,EUR,0.92379,2024-10-27
USD,GBP,0.77005,2024-10-27
USD,HKD,7.77,2024-10-27
USD,HUF,373.84,2024-10-27
USD,IDR,15685.0,2024-10-27
USD,ILS,3.7933,2024-10-27
USD,INR,84.09,2024-10-27
USD,ISK,137.74,2024-10-27
USD,JPY,151.92,2024-10-27
USD,KRW,1389.46,2024-10-27
USD,MXN,19.8069,2024-10-27
USD,MYR,4.344,2024-10-27
USD,NOK,10.9187,2024-10-27
USD,NZD,1.6651,2024-10-27
USD,PHP,58.308,2024-10-27
USD,PLN,4.0164,2024-10-27
USD,RON,4.5943,2024-10-27
USD,SEK,10.5751,2024-10-27
USD,SGD,1.3201,2024-10-27
USD,THB,33.755,2024-10-27
USD,TRY,34.289,2024-10-27
USD,ZAR,17.6099,2024-10-27
USD,AUD,1.522,2024-10-30
USD,BGN,1.8084,2024-10-30
USD,BRL,5.7849,2024-10-30
USD,CAD,1.3936,2024-10-30
USD,CHF,0.86852,2024-10-30
USD,CNY,7.1247,2024-10-30
USD,CZK,23.465,2024-10-30
USD,DKK,6.8984,2024-10-30
USD,EUR,0.92464,2024-10-30
USD,GBP,0.77138,2024-10-30
USD,HKD,7.7716,2024-10-30
USD,HUF,377.61,2024-10-30
USD,IDR,15688.0,2024-10-30
USD,ILS,3.7184,2024-10-30
USD,INR,84.09,2024-10-30
USD,ISK,137.31,2024-10-30
USD,JPY,153.41,2024-10-30
USD,KRW,1380.51,2024-10-30
USD,MXN,20.173,2024-10-30
USD,MYR,4.379,2024-10-30
USD,NOK,10.9834,2024-10-30
USD,NZD,1.6735,2024-10-30
USD,PHP,58.262,2024-10-30
USD,PLN,4.0188,2024-10-30
USD,RON,4.5998,2024-10-30
USD,SEK,10.6944,2024-10-30
USD,SGD,1.3249,2024-10-30
USD,THB,33.77,2024-10-30
USD,TRY,34.291,2024-10-30
USD,ZAR,17.7101,2024-10-30
USD,AUD,1.5217,2024-10-31
USD,BGN,1.7973,2024-10-31
USD,BRL,5.7558,2024-10-31
USD,CAD,1.3907,2024-10-31
USD,CHF,0.86491,2024-10-31
USD,CNY,7.116,2024-10-31
USD,CZK,23.274,2024-10-31
USD,DKK,6.8554,2024-10-31
USD,EUR,0.91895,2024-10-31
USD,GBP,0.76965,2024-10-31
USD,HKD,7.7741,2024-10-31
USD,HUF,375.19,2024-10-31
USD,IDR,15720.0,2024-10-31
USD,ILS,3.7163,2024-10-31
USD,INR,84.07,2024-10-31
USD,ISK,136.83,2024-10-31
USD,JPY,152.82,2024-10-31
USD,KRW,1378.47,2024-10-31
USD,MXN,20.041,2024-10-31
USD,MYR,4.379,2024-10-31
USD,NOK,10.9709,2024-10-31
USD,NZD,1.6743,2024-10-31
USD,PHP,58.228,2024-10-31
USD,PLN,3.9982,2024-10-31
USD,RON,4.5717,2024-10-31
USD,SEK,10.6881,2024-10-31
USD,SGD,1.3212,2024-10-31
USD,THB,33.775,2024-10-31
USD,TRY,34.247,2024-10-31
USD,ZAR,17.6318,2024-10-31
USD,AUD,1.5243,2024-10-29
USD,BGN,1.8153,2024-10-29
USD,BRL,5.7187,2024-10-29
USD,CAD,1.3905,2024-10-29
USD,CHF,0.86959,2024-10-29
USD,CNY,7.1371,2024-10-29
USD,CZK,23.549,2024-10-29
USD,DKK,6.923,2024-10-29
USD,EUR,0.92816,2024-10-29
USD,GBP,0.77056,2024-10-29
USD,HKD,7.7702,2024-10-29
USD,HUF,376.12,2024-10-29
USD,IDR,15772.0,2024-10-29
USD,ILS,3.7403,2024-10-29
USD,INR,84.06,2024-10-29
USD,ISK,138.02,2024-10-29
USD,JPY,153.76,2024-10-29
USD,KRW,1388.9,2024-10-29
USD,MXN,20.022,2024-10-29
USD,MYR,4.3783,2024-10-29
USD,NOK,10.9908,2024-10-29
USD,NZD,1.6777,2024-10-29
USD,PHP,58.341,2024-10-29
USD,PLN,4.0356,2024-10-29
USD,RON,4.6175,2024-10-29
USD,SEK,10.6896,2024-10-29
USD,SGD,1.3261,2024-10-29
USD,THB,33.785,2024-10-29
USD,TRY,34.295,2024-10-29
USD,ZAR,17.7337,2024-10-29
USD,AUD,1.5186,2024-11-01
USD,BGN,1.7968,2024-11-01
USD,BRL,5.7706,2024-11-01
USD,CAD,1.3913,2024-11-01
USD,CHF,0.86605,2024-11-01
USD,CNY,7.111,2024-11-01
USD,CZK,23.271,2024-11-01
USD,DKK,6.85,2024-11-01
USD,EUR,0.9187,2024-11-01
USD,GBP,0.77169,2024-11-01
USD,HKD,7.7777,2024-11-01
USD,HUF,374.6,2024-11-01
USD,IDR,15739.0,2024-11-01
USD,ILS,3.7373,2024-11-01
USD,INR,84.06,2024-11-01
USD,ISK,136.98,2024-11-01
USD,JPY,152.08,2024-11-01
USD,KRW,1376.4,2024-11-01
USD,MXN,19.9587,2024-11-01
USD,MYR,4.3785,2024-11-01
USD,NOK,10.9876,2024-11-01
USD,NZD,1.6687,2024-11-01
USD,PHP,58.36,2024-11-01
USD,PLN,4.0003,2024-11-01
USD,RON,4.5701,2024-11-01
USD,SEK,10.6674,2024-11-01
USD,SGD,1.3222,2024-11-01
USD,THB,33.875,2024-11-01
USD,TRY,34.337,2024-11-01
USD,ZAR,17.5573,2024-11-01
USD,AUD,1.5147,2024-11-04
USD,BGN,1.7937,2024-11-04
USD,BRL,5.8092,2024-11-04
USD,CAD,1.3899,2024-11-04
USD,CHF,0.86299,2024-11-04
USD,CNY,7.0949,2024-11-04
USD,CZK,23.191,2024-11-04
USD,DKK,6.8395,2024-11-04
USD,EUR,0.91709,2024-11-04
USD,GBP,0.77094,2024-11-04
USD,HKD,7.7734,2024-11-04
USD,HUF,374.02,2024-11-04
USD,IDR,15766.0,2024-11-04
USD,ILS,3.749,2024-11-04
USD,INR,84.12,2024-11-04
USD,ISK,136.56,2024-11-04
USD,JPY,151.75,2024-11-04
USD,KRW,1373.78,2024-11-04
USD,MXN,20.102,2024-11-04
USD,MYR,4.3725,2024-11-04
USD,NOK,10.9561,2024-11-04
USD,NZD,1.6687,2024-11-04
USD,PHP,58.476,2024-11-04
USD,PLN,3.9823,2024-11-04
USD,RON,4.5625,2024-11-04
USD,SEK,10.6791,2024-11-04
USD,SGD,1.3166,2024-11-04
USD,THB,33.69,2024-11-04
USD,TRY,34.348,2024-11-04
USD,ZAR,17.5393,2024-11-04
USD,AUD,1.5186,2024-11-03
USD,BGN,1.7968,2024-11-03
USD,BRL,5.7706,2024-11-03
USD,CAD,1.3913,2024-11-03
USD,CHF,0.86605,2024-11-03
USD,CNY,7.111,2024-11-03
USD,CZK,23.271,2024-11-03
USD,DKK,6.85,2024-11-03
USD,EUR,0.9187,2024-11-03
USD,GBP,0.77169,2024-11-03
USD,HKD,7.7777,2024-11-03
USD,HUF,374.6,2024-11-03
USD,IDR,15739.0,2024-11-03
USD,ILS,3.7373,2024-11-03
USD,INR,84.06,2024-11-03
USD,ISK,136.98,2024-11-03
USD,JPY,152.08,2024-11-03
USD,KRW,1376.4,2024-11-03
USD,MXN,19.9587,2024-11-03
USD,MYR,4.3785,2024-11-03
USD,NOK,10.9876,2024-11-03
USD,NZD,1.6687,2024-11-03
USD,PHP,58.36,2024-11-03
USD,PLN,4.0003,2024-11-03
USD,RON,4.5701,2024-11-03
USD,SEK,10.6674,2024-11-03
USD,SGD,1.3222,2024-11-03
USD,THB,33.875,2024-11-03
USD,TRY,34.337,2024-11-03
USD,ZAR,17.5573,2024-11-03
USD,AUD,1.5186,2024-11-02
USD,BGN,1.7968,2024-11-02
USD,BRL,5.7706,2024-11-02
USD,CAD,1.3913,2024-11-02
USD,CHF,0.86605,2024-11-02
USD,CNY,7.111,2024-11-02
USD,CZK,23.271,2024-11-02
USD,DKK,6.85,2024-11-02
USD,EUR,0.9187,2024-11-02
USD,GBP,0.77169,2024-11-02
USD,HKD,7.7777,2024-11-02
USD,HUF,374.6,2024-11-02
USD,IDR,15739.0,2024-11-02
USD,ILS,3.7373,2024-11-02
USD,INR,84.06,2024-11-02
USD,ISK,136.98,2024-11-02
USD,JPY,152.08,2024-11-02
USD,KRW,1376.4,2024-11-02
USD,MXN,19.9587,2024-11-02
USD,MYR,4.3785,2024-11-02
USD,NOK,10.9876,2024-11-02
USD,NZD,1.6687,2024-11-02
USD,PHP,58.36,2024-11-02
USD,PLN,4.0003,2024-11-02
USD,RON,4.5701,2024-11-02
USD,SEK,10.6674,2024-11-02
USD,SGD,1.3222,2024-11-02
USD,THB,33.875,2024-11-02
USD,TRY,34.337,2024-11-02
USD,ZAR,17.5573,2024-11-02
USD,AUD,1.5098,2024-11-05
USD,BGN,1.7948,2024-11-05
USD,BRL,5.785,2024-11-05
USD,CAD,1.3883,2024-11-05
USD,CHF,0.86281,2024-11-05
USD,CNY,7.1033,2024-11-05
USD,CZK,23.257,2024-11-05
USD,DKK,6.8446,2024-11-05
USD,EUR,0.91768,2024-11-05
USD,GBP,0.77012,2024-11-05
USD,HKD,7.7716,2024-11-05
USD,HUF,375.56,2024-11-05
USD,IDR,15766.0,2024-11-05
USD,ILS,3.7467,2024-11-05
USD,INR,84.11,2024-11-05
USD,ISK,136.64,2024-11-05
USD,JPY,152.27,2024-11-05
USD,KRW,1379.93,2024-11-05
USD,MXN,20.151,2024-11-05
USD,MYR,4.3455,2024-11-05
USD,NOK,10.9755,2024-11-05
USD,NZD,1.6673,2024-11-05
USD,PHP,58.322,2024-11-05
USD,PLN,3.9993,2024-11-05
USD,RON,4.566,2024-11-05
USD,SEK,10.7062,2024-11-05
USD,SGD,1.317,2024-11-05
USD,THB,33.635,2024-11-05
USD,TRY,34.348,2024-11-05
USD,ZAR,17.4614,2024-11-05
USD,AUD,1.5017,2024-11-07
USD,BGN,1.8134,2024-11-07
USD,BRL,5.6549,2024-11-07
USD,CAD,1.3871,2024-11-07
USD,CHF,0.87455,2024-11-07
USD,CNY,7.1543,2024-11-07
USD,CZK,23.423,2024-11-07
USD,DKK,6.9146,2024-11-07
USD,EUR,0.92721,2024-11-07
USD,GBP,0.7713,2024-11-07
USD,HKD,7.7717,2024-11-07
USD,HUF,375.13,2024-11-07
USD,IDR,15660.0,2024-11-07
USD,ILS,3.7176,2024-11-07
USD,INR,84.32,2024-11-07
USD,ISK,137.51,2024-11-07
USD,JPY,153.65,2024-11-07
USD,KRW,1386.91,2024-11-07
USD,MXN,19.8331,2024-11-07
USD,MYR,4.4035,2024-11-07
USD,NOK,10.8934,2024-11-07
USD,NZD,1.6627,2024-11-07
USD,PHP,58.507,2024-11-07
USD,PLN,4.0105,2024-11-07
USD,RON,4.6137,2024-11-07
USD,SEK,10.7548,2024-11-07
USD,SGD,1.322,2024-11-07
USD,THB,34.12,2024-11-07
USD,TRY,34.244,2024-11-07
USD,ZAR,17.3693,2024-11-07
USD,AUD,1.5242,2024-11-06
USD,BGN,1.8287,2024-11-06
USD,BRL,5.809,2024-11-06
USD,CAD,1.3925,2024-11-06
USD,CHF,0.87592,2024-11-06
USD,CNY,7.179,2024-11-06
USD,CZK,23.692,2024-11-06
USD,DKK,6.9724,2024-11-06
USD,EUR,0.93502,2024-11-06
USD,GBP,0.77815,2024-11-06
USD,HKD,7.7763,2024-11-06
USD,HUF,383.43,2024-11-06
USD,IDR,15874.0,2024-11-06
USD,ILS,3.7508,2024-11-06
USD,INR,84.32,2024-11-06
USD,ISK,138.66,2024-11-06
USD,JPY,154.32,2024-11-06
USD,KRW,1403.37,2024-11-06
USD,MXN,20.641,2024-11-06
USD,MYR,4.4035,2024-11-06
USD,NOK,11.1351,2024-11-06
USD,NZD,1.6827,2024-11-06
USD,PHP,58.858,2024-11-06
USD,PLN,4.0667,2024-11-06
USD,RON,4.6522,2024-11-06
USD,SEK,10.8943,2024-11-06
USD,SGD,1.3353,2024-11-06
USD,THB,34.32,2024-11-06
USD,TRY,34.255,2024-11-06
USD,ZAR,17.7505,2024-11-06
USD,AUD,1.5094,2024-11-08
USD,BGN,1.8156,2024-11-08
USD,BRL,5.7588,2024-11-08
USD,CAD,1.3909,2024-11-08
USD,CHF,0.87198,2024-11-08
USD,CNY,7.1698,2024-11-08
USD,CZK,23.401,2024-11-08
USD,DKK,6.9229,2024-11-08
USD,EUR,0.92833,2024-11-08
USD,GBP,0.77226,2024-11-08
USD,HKD,7.7743,2024-11-08
USD,HUF,377.53,2024-11-08
USD,IDR,15598.0,2024-11-08
USD,ILS,3.7356,2024-11-08
USD,INR,84.38,2024-11-08
USD,ISK,138.04,2024-11-08
USD,JPY,152.41,2024-11-08
USD,KRW,1388.24,2024-11-08
USD,MXN,19.9916,2024-11-08
USD,MYR,4.3825,2024-11-08
USD,NOK,10.9297,2024-11-08
USD,NZD,1.6682,2024-11-08
USD,PHP,58.346,2024-11-08
USD,PLN,4.0155,2024-11-08
USD,RON,4.6183,2024-11-08
USD,SEK,10.7594,2024-11-08
USD,SGD,1.323,2024-11-08
USD,THB,34.065,2024-11-08
USD,TRY,34.358,2024-11-08
USD,ZAR,17.5248,2024-11-08
USD,AUD,1.5094,2024-11-10
USD,BGN,1.8156,2024-11-10
USD,BRL,5.7588,2024-11-10
USD,CAD,1.3909,2024-11-10
USD,CHF,0.87198,2024-11-10
USD,CNY,7.1698,2024-11-10
USD,CZK,23.401,2024-11-10
USD,DKK,6.9229,2024-11-10
USD,EUR,0.92833,2024-11-10
USD,GBP,0.77226,2024-11-10
USD,HKD,7.7743,2024-11-10
USD,HUF,377.53,2024-11-10
USD,IDR,15598.0,2024-11-10
USD,ILS,3.7356,2024-11-10
USD,INR,84.38,2024-11-10
USD,ISK,138.04,2024-11-10
USD,JPY,152.41,2024-11-10
USD,KRW,1388.24,2024-11-10
USD,MXN,19.9916,2024-11-10
USD,MYR,4.3825,2024-11-10
USD,NOK,10.9297,2024-11-10
USD,NZD,1.6682,2024-11-10
USD,PHP,58.346,2024-11-10
USD,PLN,4.0155,2024-11-10
USD,RON,4.6183,2024-11-10
USD,SEK,10.7594,2024-11-10
USD,SGD,1.323,2024-11-10
USD,THB,34.065,2024-11-10
USD,TRY,34.358,2024-11-10
USD,ZAR,17.5248,2024-11-10
USD,AUD,1.5094,2024-11-09
USD,BGN,1.8156,2024-11-09
USD,BRL,5.7588,2024-11-09
USD,CAD,1.3909,2024-11-09
USD,CHF,0.87198,2024-11-09
USD,CNY,7.1698,2024-11-09
USD,CZK,23.401,2024-11-09
USD,DKK,6.9229,2024-11-09
USD,EUR,0.92833,2024-11-09
USD,GBP,0.77226,2024-11-09
USD,HKD,7.7743,2024-11-09
USD,HUF,377.53,2024-11-09
USD,IDR,15598.0,2024-11-09
USD,ILS,3.7356,2024-11-09
USD,INR,84.38,2024-11-09
USD,ISK,138.04,2024-11-09
USD,JPY,152.41,2024-11-09
USD,KRW,1388.24,2024-11-09
USD,MXN,19.9916,2024-11-09
USD,MYR,4.3825,2024-11-09
USD,NOK,10.9297,2024-11-09
USD,NZD,1.6682,2024-11-09
USD,PHP,58.346,2024-11-09
USD,PLN,4.0155,2024-11-09
USD,RON,4.6183,2024-11-09
USD,SEK,10.7594,2024-11-09
USD,SGD,1.323,2024-11-09
USD,THB,34.065,2024-11-09
USD,TRY,34.358,2024-11-09
USD,ZAR,17.5248,2024-11-09
USD,AUD,1.5197,2024-11-11
USD,BGN,1.8363,2024-11-11
USD,BRL,5.8095,2024-11-11
USD,CAD,1.394,2024-11-11
USD,CHF,0.87964,2024-11-11
USD,CNY,7.203,2024-11-11
USD,CZK,23.79,2024-11-11
USD,DKK,7.0016,2024-11-11
USD,EUR,0.93888,2024-11-11
USD,GBP,0.77627,2024-11-11
USD,HKD,7.775,2024-11-11
USD,HUF,384.59,2024-11-11
USD,IDR,15726.0,2024-11-11
USD,ILS,3.7397,2024-11-11
USD,INR,84.4,2024-11-11
USD,ISK,139.24,2024-11-11
USD,JPY,153.81,2024-11-11
USD,KRW,1398.9,2024-11-11
USD,MXN,20.52,2024-11-11
USD,MYR,4.41,2024-11-11
USD,NOK,11.0661,2024-11-11
USD,NZD,1.6766,2024-11-11
USD,PHP,58.643,2024-11-11
USD,PLN,4.0785,2024-11-11
USD,RON,4.6708,2024-11-11
USD,SEK,10.8835,2024-11-11
USD,SGD,1.3329,2024-11-11
USD,THB,34.46,2024-11-11
USD,TRY,34.332,2024-11-11
USD,ZAR,17.8548,2024-11-11
USD,AUD,1.5264,2024-11-12
USD,BGN,1.8421,2024-11-12
USD,BRL,5.7578,2024-11-12
USD,CAD,1.3939,2024-11-12
USD,CHF,0.88104,2024-11-12
USD,CNY,7.2319,2024-11-12
USD,CZK,23.914,2024-11-12
USD,DKK,7.0256,2024-11-12
USD,EUR,0.94189,2024-11-12
USD,GBP,0.78021,2024-11-12
USD,HKD,7.7787,2024-11-12
USD,HUF,386.83,2024-11-12
USD,IDR,15795.0,2024-11-12
USD,ILS,3.7506,2024-11-12
USD,INR,84.38,2024-11-12
USD,ISK,139.3,2024-11-12
USD,JPY,154.2,2024-11-12
USD,KRW,1405.43,2024-11-12
USD,MXN,20.385,2024-11-12
USD,MYR,4.44,2024-11-12
USD,NOK,11.0563,2024-11-12
USD,NZD,1.6811,2024-11-12
USD,PHP,58.654,2024-11-12
USD,PLN,4.0975,2024-11-12
USD,RON,4.6871,2024-11-12
USD,SEK,10.8712,2024-11-12
USD,SGD,1.3379,2024-11-12
USD,THB,34.795,2024-11-12
USD,TRY,34.383,2024-11-12
USD,ZAR,18.045,2024-11-12
USD,AUD,1.5334,2024-11-13
USD,BGN,1.8401,2024-11-13
USD,BRL,5.7419,2024-11-13
USD,CAD,1.3962,2024-11-13
USD,CHF,0.8824,2024-11-13
USD,CNY,7.2091,2024-11-13
USD,CZK,23.798,2024-11-13
USD,DKK,7.0183,2024-11-13
USD,EUR,0.94082,2024-11-13
USD,GBP,0.78477,2024-11-13
USD,HKD,7.7789,2024-11-13
USD,HUF,384.51,2024-11-13
USD,IDR,15727.0,2024-11-13
USD,ILS,3.742,2024-11-13
USD,INR,84.38,2024-11-13
USD,ISK,139.15,2024-11-13
USD,JPY,154.96,2024-11-13
USD,KRW,1399.38,2024-11-13
USD,MXN,20.504,2024-11-13
USD,MYR,4.448,2024-11-13
USD,NOK,11.0683,2024-11-13
USD,NZD,1.6879,2024-11-13
USD,PHP,58.639,2024-11-13
USD,PLN,4.0855,2024-11-13
USD,RON,4.6819,2024-11-13
USD,SEK,10.9037,2024-11-13
USD,SGD,1.3373,2024-11-13
USD,THB,34.68,2024-11-13
USD,TRY,34.361,2024-11-13
USD,ZAR,18.0079,2024-11-13
USD,AUD,1.5461,2024-11-14
USD,BGN,1.8568,2024-11-14
USD,BRL,5.8029,2024-11-14
USD,CAD,1.4012,2024-11-14
USD,CHF,0.88949,2024-11-14
USD,CNY,7.2408,2024-11-14
USD,CZK,24.024,2024-11-14
USD,DKK,7.0818,2024-11-14
USD,EUR,0.9494,2024-11-14
USD,GBP,0.7895,2024-11-14
USD,HKD,7.7827,2024-11-14
USD,HUF,386.45,2024-11-14
USD,IDR,15954.0,2024-11-14
USD,ILS,3.7382,2024-11-14
USD,INR,84.46,2024-11-14
USD,ISK,138.9,2024-11-14
USD,JPY,155.93,2024-11-14
USD,KRW,1403.95,2024-11-14
USD,MXN,20.622,2024-11-14
USD,MYR,4.4805,2024-11-14
USD,NOK,11.164,2024-11-14
USD,NZD,1.7049,2024-11-14
USD,PHP,58.836,2024-11-14
USD,PLN,4.1188,2024-11-14
USD,RON,4.7246,2024-11-14
USD,SEK,11.0159,2024-11-14
USD,SGD,1.3458,2024-11-14
USD,THB,35.02,2024-11-14
USD,TRY,34.365,2024-11-14
USD,ZAR,18.3363,2024-11-14
USD,AUD,1.5445,2024-11-15
USD,BGN,1.8481,2024-11-15
USD,BRL,5.7956,2024-11-15
USD,CAD,1.4042,2024-11-15
USD,CHF,0.88718,2024-11-15
USD,CNY,7.2278,2024-11-15
USD,CZK,23.893,2024-11-15
USD,DKK,7.0481,2024-11-15
USD,EUR,0.94491,2024-11-15
USD,GBP,0.78858,2024-11-15
USD,HKD,7.7847,2024-11-15
USD,HUF,384.8,2024-11-15
USD,IDR,15884.0,2024-11-15
USD,ILS,3.7405,2024-11-15
USD,INR,84.43,2024-11-15
USD,ISK,137.67,2024-11-15
USD,JPY,155.31,2024-11-15
USD,KRW,1394.91,2024-11-15
USD,MXN,20.382,2024-11-15
USD,MYR,4.4705,2024-11-15
USD,NOK,11.0545,2024-11-15
USD,NZD,1.7023,2024-11-15
USD,PHP,58.738,2024-11-15
USD,PLN,4.082,2024-11-15
USD,RON,4.7026,2024-11-15
USD,SEK,10.952,2024-11-15
USD,SGD,1.3405,2024-11-15
USD,THB,34.83,2024-11-15
